           0   0.000000  0.000  
       10000  -0.751330  0.526  
       20000  -0.915401  0.462  
       30000  -1.085488  0.428  
       40000  -1.157332  0.402  
       50000  -1.208382  0.381  
       60000  -1.312669  0.363  
       70000  -1.283303  0.353  
       80000  -1.358350  0.344  
       90000  -1.372921  0.335  
      100000  -1.398638  0.329  
      110000  -1.475016  0.321  
      120000  -1.484268  0.315  
      130000  -1.494328  0.310  
      140000  -1.511821  0.306  
      150000  -1.547761  0.303  
      160000  -1.604039  0.299  
      170000  -1.619576  0.295  
      180000  -1.615549  0.291  
      190000  -1.636574  0.288  
      200000  -1.663224  0.285  
      210000  -1.656020  0.282  
      220000  -1.649694  0.280  
      230000  -1.661663  0.277  
      240000  -1.675203  0.275  
      250000  -1.680536  0.273  
      260000  -1.691969  0.271  
      270000  -1.692255  0.270  
      280000  -1.718424  0.268  
      290000  -1.742690  0.266  
      300000  -1.736228  0.265  
      310000  -1.717436  0.263  
      320000  -1.758931  0.262  
      330000  -1.750747  0.260  
      340000  -1.783454  0.259  
      350000  -1.781721  0.258  
      360000  -1.780931  0.257  
      370000  -1.756977  0.256  
      380000  -1.732098  0.255  
      390000  -1.775920  0.254  
      400000  -1.777707  0.253  
      410000  -1.763705  0.252  
      420000  -1.759300  0.251  
      430000  -1.752017  0.250  
      440000  -1.761894  0.249  
      450000  -1.760680  0.249  
      460000  -1.780460  0.248  
      470000  -1.779282  0.247  
      480000  -1.796134  0.247  
      490000  -1.803135  0.246  
      500000  -1.805963  0.245  
      510000  -1.800724  0.245  
      520000  -1.831627  0.244  
      530000  -1.821909  0.244  
      540000  -1.842809  0.243  
      550000  -1.815492  0.242  
      560000  -1.824948  0.242  
      570000  -1.826998  0.241  
      580000  -1.814008  0.241  
      590000  -1.812754  0.241  
      600000  -1.802618  0.240  
      610000  -1.799329  0.240  
      620000  -1.795158  0.240  
      630000  -1.817554  0.239  
      640000  -1.797466  0.239  
      650000  -1.834118  0.238  
      660000  -1.817615  0.238  
      670000  -1.822433  0.238  
      680000  -1.847998  0.238  
      690000  -1.866271  0.237  
      700000  -1.850226  0.237  
      710000  -1.863334  0.237  
      720000  -1.875028  0.236  
      730000  -1.862987  0.236  
      740000  -1.873333  0.235  
      750000  -1.918163  0.235  
      760000  -1.913797  0.235  
      770000  -1.898240  0.234  
      780000  -1.898659  0.234  
      790000  -1.872492  0.233  
      800000  -1.884259  0.233  
      810000  -1.864845  0.233  
      820000  -1.877429  0.232  
      830000  -1.873714  0.232  
      840000  -1.899264  0.232  
      850000  -1.896691  0.231  
      860000  -1.916906  0.231  
      870000  -1.903277  0.231  
      880000  -1.917639  0.230  
      890000  -1.911810  0.230  
      900000  -1.929874  0.230  
      910000  -1.918446  0.229  
      920000  -1.945787  0.229  
      930000  -1.936144  0.229  
      940000  -1.933083  0.229  
      950000  -1.938580  0.228  
      960000  -1.963300  0.228  
      970000  -1.971964  0.228  
      980000  -1.978104  0.227  
      990000  -1.976172  0.227  
     1000000  -1.973289  0.227  
     1010000  -1.957329  0.226  
     1020000  -1.956667  0.226  
     1030000  -1.987405  0.226  
     1040000  -1.978956  0.226  
     1050000  -1.987993  0.225  
     1060000  -1.984156  0.225  
     1070000  -1.966103  0.225  
     1080000  -1.986848  0.225  
     1090000  -1.987356  0.225  
     1100000  -1.996816  0.224  
     1110000  -1.988361  0.224  
     1120000  -1.999993  0.224  
     1130000  -1.981932  0.224  
     1140000  -1.997284  0.224  
     1150000  -1.989608  0.224  
     1160000  -1.988029  0.224  
     1170000  -2.028108  0.223  
     1180000  -2.017500  0.223  
     1190000  -2.019904  0.223  
     1200000  -2.000318  0.223  
     1210000  -2.022582  0.222  
     1220000  -2.019565  0.222  
     1230000  -2.023592  0.222  
     1240000  -2.006823  0.222  
     1250000  -2.002547  0.222  
     1260000  -1.997609  0.222  
     1270000  -2.002188  0.221  
     1280000  -1.992282  0.221  
     1290000  -2.015047  0.221  
     1300000  -1.994600  0.221  
     1310000  -2.005810  0.221  
     1320000  -2.023478  0.221  
     1330000  -2.046912  0.221  
     1340000  -2.041814  0.221  
     1350000  -2.050566  0.220  
     1360000  -2.068407  0.220  
     1370000  -2.082934  0.220  
     1380000  -2.056788  0.220  
     1390000  -2.055846  0.220  
     1400000  -2.072571  0.219  
     1410000  -2.065616  0.219  
     1420000  -2.070342  0.219  
     1430000  -2.055882  0.219  
     1440000  -2.068112  0.219  
     1450000  -2.070972  0.219  
     1460000  -2.089021  0.218  
     1470000  -2.084193  0.218  
     1480000  -2.088620  0.218  
     1490000  -2.076720  0.218  
     1500000  -2.077359  0.218  
     1510000  -2.084236  0.217  
     1520000  -2.080514  0.217  
     1530000  -2.084189  0.217  
     1540000  -2.095949  0.217  
     1550000  -2.089573  0.217  
     1560000  -2.077494  0.216  
     1570000  -2.090422  0.216  
     1580000  -2.089789  0.216  
     1590000  -2.077931  0.216  
     1600000  -2.078754  0.216  
     1610000  -2.088892  0.216  
     1620000  -2.060220  0.216  
     1630000  -2.074187  0.215  
     1640000  -2.046172  0.215  
     1650000  -2.069929  0.215  
     1660000  -2.067990  0.215  
     1670000  -2.041897  0.215  
     1680000  -2.070151  0.215  
     1690000  -2.059660  0.215  
     1700000  -2.057829  0.215  
     1710000  -2.061232  0.215  
     1720000  -2.078425  0.214  
     1730000  -2.074197  0.214  
     1740000  -2.097567  0.214  
     1750000  -2.080700  0.214  
     1760000  -2.072683  0.214  
     1770000  -2.088044  0.214  
     1780000  -2.083621  0.214  
     1790000  -2.090754  0.214  
     1800000  -2.106681  0.214  
     1810000  -2.113518  0.213  
     1820000  -2.104734  0.213  
     1830000  -2.132807  0.213  
     1840000  -2.131185  0.213  
     1850000  -2.139545  0.213  
     1860000  -2.136269  0.213  
     1870000  -2.105855  0.213  
     1880000  -2.129800  0.213  
     1890000  -2.110500  0.212  
     1900000  -2.118249  0.212  
     1910000  -2.150652  0.212  
     1920000  -2.152633  0.212  
     1930000  -2.140241  0.212  
     1940000  -2.116793  0.212  
     1950000  -2.108103  0.212  
     1960000  -2.119163  0.212  
     1970000  -2.103966  0.212  
     1980000  -2.100447  0.212  
     1990000  -2.106213  0.212  
     2000000  -2.083229  0.212  
     2010000  -2.095393  0.211  
     2020000  -2.111463  0.211  
     2030000  -2.135573  0.211  
     2040000  -2.142027  0.211  
     2050000  -2.129905  0.211  
     2060000  -2.156301  0.211  
     2070000  -2.145376  0.211  
     2080000  -2.142627  0.211  
     2090000  -2.151137  0.211  
     2100000  -2.167594  0.211  
     2110000  -2.163345  0.211  
     2120000  -2.151981  0.211  
     2130000  -2.159448  0.210  
     2140000  -2.178514  0.210  
     2150000  -2.144772  0.210  
     2160000  -2.155446  0.210  
     2170000  -2.173696  0.210  
     2180000  -2.149376  0.210  
     2190000  -2.168753  0.210  
     2200000  -2.159974  0.210  
     2210000  -2.160044  0.210  
     2220000  -2.147561  0.210  
     2230000  -2.139209  0.210  
     2240000  -2.134192  0.210  
     2250000  -2.165181  0.210  
     2260000  -2.157568  0.209  
     2270000  -2.181695  0.209  
     2280000  -2.172650  0.209  
     2290000  -2.196095  0.209  
     2300000  -2.162890  0.209  
     2310000  -2.154388  0.209  
     2320000  -2.175477  0.209  
     2330000  -2.178527  0.209  
     2340000  -2.177568  0.209  
     2350000  -2.178046  0.209  
     2360000  -2.192338  0.208  
     2370000  -2.194330  0.208  
     2380000  -2.187029  0.208  
     2390000  -2.202815  0.208  
     2400000  -2.198448  0.208  
     2410000  -2.204188  0.208  
     2420000  -2.214310  0.208  
     2430000  -2.216806  0.208  
     2440000  -2.201555  0.208  
     2450000  -2.210485  0.208  
     2460000  -2.184630  0.208  
     2470000  -2.202426  0.207  
     2480000  -2.199909  0.207  
     2490000  -2.173622  0.207  
     2500000  -2.185571  0.207  
     2510000  -2.179514  0.207  
     2520000  -2.175094  0.207  
     2530000  -2.163430  0.207  
     2540000  -2.186257  0.207  
     2550000  -2.177577  0.207  
     2560000  -2.169709  0.207  
     2570000  -2.175104  0.207  
     2580000  -2.174986  0.207  
     2590000  -2.171108  0.206  
     2600000  -2.180815  0.206  
     2610000  -2.190769  0.206  
     2620000  -2.168277  0.206  
     2630000  -2.171507  0.206  
     2640000  -2.182192  0.206  
     2650000  -2.172038  0.206  
     2660000  -2.175369  0.206  
     2670000  -2.185385  0.206  
     2680000  -2.171004  0.206  
     2690000  -2.173125  0.206  
     2700000  -2.189157  0.206  
     2710000  -2.200100  0.206  
     2720000  -2.217872  0.206  
     2730000  -2.223694  0.206  
     2740000  -2.232220  0.206  
     2750000  -2.218737  0.206  
     2760000  -2.225418  0.206  
     2770000  -2.213389  0.205  
     2780000  -2.226762  0.205  
     2790000  -2.253811  0.205  
     2800000  -2.212518  0.205  
     2810000  -2.234377  0.205  
     2820000  -2.219642  0.205  
     2830000  -2.241575  0.205  
     2840000  -2.219009  0.205  
