           0   0.000000  0.000  
       10000  -0.186379  0.851  
       20000  -0.246780  0.821  
       30000  -0.304743  0.807  
       40000  -0.383790  0.792  
       50000  -0.430299  0.778  
       60000  -0.446050  0.767  
       70000  -0.450099  0.754  
       80000  -0.495507  0.746  
       90000  -0.553827  0.736  
      100000  -0.653406  0.726  
      110000  -0.626601  0.716  
      120000  -0.618416  0.708  
      130000  -0.678853  0.703  
      140000  -0.654710  0.698  
      150000  -0.608452  0.694  
      160000  -0.602239  0.692  
      170000  -0.587570  0.689  
      180000  -0.536880  0.688  
      190000  -0.532371  0.688  
      200000  -0.558885  0.688  
      210000  -0.546344  0.687  
      220000  -0.426516  0.688  
      230000  -0.439353  0.689  
      240000  -0.527127  0.690  
      250000  -0.493287  0.690  
      260000  -0.515512  0.689  
      270000  -0.471361  0.689  
      280000  -0.487363  0.689  
      290000  -0.536511  0.690  
      300000  -0.546978  0.690  
      310000  -0.719302  0.687  
      320000  -0.684270  0.684  
      330000  -0.567112  0.682  
      340000  -0.566152  0.681  
      350000  -0.633153  0.680  
      360000  -0.610326  0.678  
      370000  -0.599868  0.678  
      380000  -0.569438  0.677  
      390000  -0.502308  0.677  
      400000  -0.505301  0.677  
      410000  -0.599023  0.677  
      420000  -0.609796  0.677  
      430000  -0.642540  0.676  
      440000  -0.585024  0.676  
      450000  -0.628900  0.675  
      460000  -0.619297  0.674  
      470000  -0.595514  0.674  
      480000  -0.538146  0.674  
      490000  -0.464119  0.674  
      500000  -0.480021  0.675  
      510000  -0.695657  0.675  
      520000  -0.595290  0.675  
      530000  -0.629249  0.674  
      540000  -0.551273  0.674  
      550000  -0.568132  0.673  
      560000  -0.612846  0.673  
      570000  -0.601709  0.672  
      580000  -0.726713  0.672  
      590000  -0.630915  0.671  
      600000  -0.635028  0.670  
      610000  -0.627435  0.670  
      620000  -0.701232  0.669  
      630000  -0.766804  0.668  
      640000  -0.652066  0.667  
      650000  -0.591870  0.666  
      660000  -0.656508  0.666  
      670000  -0.611475  0.665  
      680000  -0.657667  0.665  
      690000  -0.685722  0.664  
      700000  -0.768399  0.663  
      710000  -0.698761  0.662  
      720000  -0.711629  0.661  
      730000  -0.674370  0.661  
      740000  -0.599312  0.660  
      750000  -0.541281  0.660  
      760000  -0.592268  0.660  
      770000  -0.662881  0.660  
      780000  -0.562901  0.660  
      790000  -0.549706  0.660  
      800000  -0.615457  0.660  
      810000  -0.616352  0.660  
      820000  -0.608398  0.660  
      830000  -0.600724  0.659  
      840000  -0.641873  0.659  
      850000  -0.634761  0.659  
      860000  -0.697598  0.658  
      870000  -0.737531  0.658  
      880000  -0.691845  0.657  
      890000  -0.801168  0.657  
      900000  -0.857405  0.655  
      910000  -0.732530  0.654  
      920000  -0.689666  0.654  
      930000  -0.796077  0.653  
      940000  -0.772976  0.652  
      950000  -0.811669  0.651  
      960000  -0.862986  0.650  
      970000  -0.732570  0.650  
      980000  -0.731804  0.649  
      990000  -0.698914  0.648  
     1000000  -0.695267  0.648  
     1010000  -0.659747  0.648  
     1020000  -0.680474  0.648  
     1030000  -0.630133  0.648  
     1040000  -0.667894  0.647  
     1050000  -0.649007  0.647  
     1060000  -0.689377  0.647  
     1070000  -0.680472  0.647  
     1080000  -0.658599  0.647  
     1090000  -0.635467  0.647  
     1100000  -0.688085  0.647  
     1110000  -0.612582  0.647  
     1120000  -0.606546  0.647  
     1130000  -0.668791  0.647  
     1140000  -0.636816  0.647  
     1150000  -0.641354  0.647  
     1160000  -0.662252  0.647  
     1170000  -0.696884  0.647  
     1180000  -0.730777  0.647  
     1190000  -0.712696  0.647  
     1200000  -0.811108  0.646  
     1210000  -0.743318  0.646  
     1220000  -0.709744  0.646  
     1230000  -0.734908  0.645  
     1240000  -0.591811  0.645  
     1250000  -0.735733  0.645  
     1260000  -0.712511  0.645  
     1270000  -0.749639  0.644  
     1280000  -0.734399  0.644  
     1290000  -0.717925  0.643  
     1300000  -0.685383  0.643  
     1310000  -0.664201  0.643  
     1320000  -0.627890  0.643  
     1330000  -0.536162  0.643  
     1340000  -0.616623  0.643  
     1350000  -0.627366  0.643  
     1360000  -0.606768  0.643  
     1370000  -0.587543  0.643  
     1380000  -0.571006  0.644  
     1390000  -0.667872  0.643  
     1400000  -0.589881  0.644  
     1410000  -0.667305  0.644  
     1420000  -0.557584  0.644  
     1430000  -0.529888  0.644  
     1440000  -0.560767  0.644  
     1450000  -0.570932  0.644  
     1460000  -0.559911  0.644  
     1470000  -0.625709  0.644  
     1480000  -0.656018  0.644  
     1490000  -0.752296  0.644  
     1500000  -0.696372  0.644  
     1510000  -0.645169  0.643  
     1520000  -0.684615  0.643  
     1530000  -0.715391  0.643  
     1540000  -0.767349  0.643  
     1550000  -0.709527  0.643  
     1560000  -0.714815  0.642  
     1570000  -0.702704  0.642  
     1580000  -0.716423  0.642  
     1590000  -0.791678  0.642  
     1600000  -0.686258  0.641  
     1610000  -0.605619  0.642  
     1620000  -0.732113  0.641  
     1630000  -0.682115  0.641  
     1640000  -0.624329  0.641  
     1650000  -0.657368  0.641  
     1660000  -0.652649  0.641  
     1670000  -0.628643  0.642  
     1680000  -0.621059  0.642  
     1690000  -0.657658  0.642  
     1700000  -0.592680  0.642  
     1710000  -0.610633  0.642  
     1720000  -0.546360  0.642  
     1730000  -0.531757  0.643  
     1740000  -0.546263  0.643  
     1750000  -0.550449  0.643  
     1760000  -0.548392  0.643  
     1770000  -0.582685  0.643  
     1780000  -0.629469  0.643  
     1790000  -0.644569  0.643  
     1800000  -0.533027  0.643  
